Tag: blank_modifier, Categories: 2
Tag: planet_chemists_exotic_gases_produces_mult, Categories: 524288
Tag: planet_chemists_exotic_gases_upkeep_mult, Categories: 524288
Tag: planet_chemists_rare_crystals_produces_mult, Categories: 524288
Tag: planet_chemists_rare_crystals_upkeep_mult, Categories: 524288
Tag: planet_chemists_sr_living_metal_produces_mult, Categories: 524288
Tag: planet_chemists_sr_living_metal_upkeep_mult, Categories: 524288
Tag: planet_chemists_sr_zro_produces_mult, Categories: 524288
Tag: planet_chemists_sr_zro_upkeep_mult, Categories: 524288
Tag: planet_chemists_sr_dark_matter_produces_mult, Categories: 524288
Tag: planet_chemists_sr_dark_matter_upkeep_mult, Categories: 524288
Tag: planet_chemists_nanites_produces_mult, Categories: 524288
Tag: planet_chemists_nanites_upkeep_mult, Categories: 524288
Tag: planet_chemists_minor_artifacts_produces_mult, Categories: 524288
Tag: planet_chemists_minor_artifacts_upkeep_mult, Categories: 524288
Tag: planet_chemists_menace_produces_mult, Categories: 524288
Tag: planet_chemists_menace_upkeep_mult, Categories: 524288
Tag: planet_chemists_produces_mult, Categories: 524288
Tag: planet_chemists_upkeep_mult, Categories: 524288
Tag: planet_artisans_time_produces_mult, Categories: 524288
Tag: planet_artisans_time_upkeep_mult, Categories: 524288
Tag: planet_artisans_energy_produces_mult, Categories: 524288
Tag: planet_artisans_energy_upkeep_mult, Categories: 524288
Tag: planet_artisans_minerals_produces_mult, Categories: 524288
Tag: planet_artisans_minerals_upkeep_mult, Categories: 524288
Tag: planet_artisans_food_produces_mult, Categories: 524288
Tag: planet_artisans_food_upkeep_mult, Categories: 524288
Tag: planet_artisans_physics_research_produces_mult, Categories: 524288
Tag: planet_artisans_physics_research_upkeep_mult, Categories: 524288
Tag: planet_artisans_society_research_produces_mult, Categories: 524288
Tag: planet_artisans_society_research_upkeep_mult, Categories: 524288
Tag: planet_artisans_engineering_research_produces_mult, Categories: 524288
Tag: planet_artisans_engineering_research_upkeep_mult, Categories: 524288
Tag: planet_artisans_influence_produces_mult, Categories: 524288
Tag: planet_artisans_influence_upkeep_mult, Categories: 524288
Tag: planet_artisans_unity_produces_mult, Categories: 524288
Tag: planet_artisans_unity_upkeep_mult, Categories: 524288
Tag: planet_artisans_alloys_produces_mult, Categories: 524288
Tag: planet_artisans_alloys_upkeep_mult, Categories: 524288
Tag: planet_artisans_consumer_goods_produces_mult, Categories: 524288
Tag: planet_artisans_consumer_goods_upkeep_mult, Categories: 524288
Tag: planet_artisans_volatile_motes_produces_mult, Categories: 524288
Tag: planet_artisans_volatile_motes_upkeep_mult, Categories: 524288
Tag: planet_artisans_exotic_gases_produces_mult, Categories: 524288
Tag: planet_artisans_exotic_gases_upkeep_mult, Categories: 524288
Tag: planet_artisans_rare_crystals_produces_mult, Categories: 524288
Tag: planet_artisans_rare_crystals_upkeep_mult, Categories: 524288
Tag: planet_artisans_sr_living_metal_produces_mult, Categories: 524288
Tag: planet_artisans_sr_living_metal_upkeep_mult, Categories: 524288
Tag: planet_artisans_sr_zro_produces_mult, Categories: 524288
Tag: planet_artisans_sr_zro_upkeep_mult, Categories: 524288
Tag: planet_artisans_sr_dark_matter_produces_mult, Categories: 524288
Tag: planet_artisans_sr_dark_matter_upkeep_mult, Categories: 524288
Tag: planet_artisans_nanites_produces_mult, Categories: 524288
Tag: planet_artisans_nanites_upkeep_mult, Categories: 524288
Tag: planet_artisans_minor_artifacts_produces_mult, Categories: 524288
Tag: planet_artisans_minor_artifacts_upkeep_mult, Categories: 524288
Tag: planet_artisans_menace_produces_mult, Categories: 524288
Tag: planet_artisans_menace_upkeep_mult, Categories: 524288
Tag: planet_artisans_produces_mult, Categories: 524288
Tag: planet_artisans_upkeep_mult, Categories: 524288
Tag: planet_pops_robotics_upkeep_mult, Categories: 524288
Tag: planet_pops_robotics_time_upkeep_mult, Categories: 524288
Tag: planet_pops_robotics_energy_upkeep_mult, Categories: 524288
Tag: planet_pops_robotics_minerals_upkeep_mult, Categories: 524288
Tag: planet_pops_robotics_food_upkeep_mult, Categories: 524288
Tag: planet_pops_robotics_physics_research_upkeep_mult, Categories: 524288
Tag: planet_pops_robotics_society_research_upkeep_mult, Categories: 524288
Tag: planet_pops_robotics_engineering_research_upkeep_mult, Categories: 524288
Tag: planet_pops_robotics_influence_upkeep_mult, Categories: 524288
Tag: planet_pops_robotics_unity_upkeep_mult, Categories: 524288
Tag: planet_pops_robotics_alloys_upkeep_mult, Categories: 524288
Tag: planet_pops_robotics_consumer_goods_upkeep_mult, Categories: 524288
Tag: planet_pops_robotics_volatile_motes_upkeep_mult, Categories: 524288
Tag: planet_pops_robotics_exotic_gases_upkeep_mult, Categories: 524288
Tag: planet_pops_robotics_rare_crystals_upkeep_mult, Categories: 524288
Tag: planet_pops_robotics_sr_living_metal_upkeep_mult, Categories: 524288
Tag: planet_pops_robotics_sr_zro_upkeep_mult, Categories: 524288
Tag: planet_pops_robotics_sr_dark_matter_upkeep_mult, Categories: 524288
Tag: planet_pops_robotics_nanites_upkeep_mult, Categories: 524288
Tag: planet_pops_robotics_minor_artifacts_upkeep_mult, Categories: 524288
Tag: planet_pops_robotics_menace_upkeep_mult, Categories: 524288
Tag: planet_pops_organics_upkeep_mult, Categories: 524288
Tag: planet_pops_organics_time_upkeep_mult, Categories: 524288
Tag: planet_pops_organics_energy_upkeep_mult, Categories: 524288
Tag: planet_pops_organics_minerals_upkeep_mult, Categories: 524288
Tag: planet_pops_organics_food_upkeep_mult, Categories: 524288
Tag: planet_pops_organics_physics_research_upkeep_mult, Categories: 524288
Tag: planet_pops_organics_society_research_upkeep_mult, Categories: 524288
Tag: planet_pops_organics_engineering_research_upkeep_mult, Categories: 524288
Tag: planet_pops_organics_influence_upkeep_mult, Categories: 524288
Tag: planet_pops_organics_unity_upkeep_mult, Categories: 524288
Tag: planet_pops_organics_alloys_upkeep_mult, Categories: 524288
Tag: planet_pops_organics_consumer_goods_upkeep_mult, Categories: 524288
Tag: planet_pops_organics_volatile_motes_upkeep_mult, Categories: 524288
Tag: planet_pops_organics_exotic_gases_upkeep_mult, Categories: 524288
Tag: planet_pops_organics_rare_crystals_upkeep_mult, Categories: 524288
Tag: planet_pops_organics_sr_living_metal_upkeep_mult, Categories: 524288
Tag: planet_pops_organics_sr_zro_upkeep_mult, Categories: 524288
Tag: planet_pops_organics_sr_dark_matter_upkeep_mult, Categories: 524288
Tag: planet_pops_organics_nanites_upkeep_mult, Categories: 524288
Tag: planet_pops_organics_minor_artifacts_upkeep_mult, Categories: 524288
Tag: planet_pops_organics_menace_upkeep_mult, Categories: 524288
Tag: planet_pops_unemployed_time_upkeep_add, Categories: 524288
Tag: planet_pops_unemployed_energy_upkeep_add, Categories: 524288
Tag: planet_pops_unemployed_minerals_upkeep_add, Categories: 524288
Tag: planet_pops_unemployed_food_upkeep_add, Categories: 524288
Tag: planet_pops_unemployed_physics_research_upkeep_add, Categories: 524288
Tag: planet_pops_unemployed_society_research_upkeep_add, Categories: 524288
Tag: planet_pops_unemployed_engineering_research_upkeep_add, Categories: 524288
Tag: planet_pops_unemployed_influence_upkeep_add, Categories: 524288
Tag: planet_pops_unemployed_unity_upkeep_add, Categories: 524288
Tag: planet_pops_unemployed_alloys_upkeep_add, Categories: 524288
Tag: planet_pops_unemployed_consumer_goods_upkeep_add, Categories: 524288
Tag: planet_pops_unemployed_volatile_motes_upkeep_add, Categories: 524288
Tag: planet_pops_unemployed_exotic_gases_upkeep_add, Categories: 524288
Tag: planet_pops_unemployed_rare_crystals_upkeep_add, Categories: 524288
Tag: planet_pops_unemployed_sr_living_metal_upkeep_add, Categories: 524288
Tag: planet_pops_unemployed_sr_zro_upkeep_add, Categories: 524288
Tag: planet_pops_unemployed_sr_dark_matter_upkeep_add, Categories: 524288
Tag: planet_pops_unemployed_nanites_upkeep_add, Categories: 524288
Tag: planet_pops_unemployed_minor_artifacts_upkeep_add, Categories: 524288
Tag: planet_pops_unemployed_menace_upkeep_add, Categories: 524288
Tag: planet_pops_time_upkeep_mult, Categories: 524288
Tag: planet_pops_energy_upkeep_mult, Categories: 524288
Tag: planet_pops_minerals_upkeep_mult, Categories: 524288
Tag: planet_pops_food_upkeep_mult, Categories: 524288
Tag: planet_pops_physics_research_upkeep_mult, Categories: 524288
Tag: planet_pops_society_research_upkeep_mult, Categories: 524288
Tag: planet_pops_engineering_research_upkeep_mult, Categories: 524288
Tag: planet_pops_influence_upkeep_mult, Categories: 524288
Tag: planet_pops_unity_upkeep_mult, Categories: 524288
Tag: planet_pops_alloys_upkeep_mult, Categories: 524288
Tag: planet_pops_consumer_goods_upkeep_mult, Categories: 524288
Tag: planet_pops_volatile_motes_upkeep_mult, Categories: 524288
Tag: planet_pops_exotic_gases_upkeep_mult, Categories: 524288
Tag: planet_pops_rare_crystals_upkeep_mult, Categories: 524288
Tag: planet_pops_sr_living_metal_upkeep_mult, Categories: 524288
Tag: planet_pops_sr_zro_upkeep_mult, Categories: 524288
Tag: planet_pops_sr_dark_matter_upkeep_mult, Categories: 524288
Tag: planet_pops_nanites_upkeep_mult, Categories: 524288
Tag: planet_pops_minor_artifacts_upkeep_mult, Categories: 524288
Tag: planet_pops_menace_upkeep_mult, Categories: 524288
Tag: planet_pops_upkeep_mult, Categories: 524288
Tag: unemployment_resources_time_upkeep_add, Categories: 524288
Tag: unemployment_resources_energy_upkeep_add, Categories: 524288
Tag: unemployment_resources_minerals_upkeep_add, Categories: 524288
Tag: unemployment_resources_food_upkeep_add, Categories: 524288
Tag: unemployment_resources_physics_research_upkeep_add, Categories: 524288
Tag: unemployment_resources_society_research_upkeep_add, Categories: 524288
Tag: unemployment_resources_engineering_research_upkeep_add, Categories: 524288
Tag: unemployment_resources_influence_upkeep_add, Categories: 524288
Tag: unemployment_resources_unity_upkeep_add, Categories: 524288
Tag: unemployment_resources_alloys_upkeep_add, Categories: 524288
Tag: unemployment_resources_consumer_goods_upkeep_add, Categories: 524288
Tag: unemployment_resources_volatile_motes_upkeep_add, Categories: 524288
Tag: unemployment_resources_exotic_gases_upkeep_add, Categories: 524288
Tag: unemployment_resources_rare_crystals_upkeep_add, Categories: 524288
Tag: unemployment_resources_sr_living_metal_upkeep_add, Categories: 524288
Tag: unemployment_resources_sr_zro_upkeep_add, Categories: 524288
Tag: unemployment_resources_sr_dark_matter_upkeep_add, Categories: 524288
Tag: unemployment_resources_nanites_upkeep_add, Categories: 524288
Tag: unemployment_resources_minor_artifacts_upkeep_add, Categories: 524288
Tag: unemployment_resources_menace_upkeep_add, Categories: 524288
Tag: pop_category_slave_time_upkeep_mult, Categories: 524288
Tag: pop_category_slave_energy_upkeep_mult, Categories: 524288
Tag: pop_category_slave_minerals_upkeep_mult, Categories: 524288
Tag: pop_category_slave_food_upkeep_mult, Categories: 524288
Tag: pop_category_slave_physics_research_upkeep_mult, Categories: 524288
Tag: pop_category_slave_society_research_upkeep_mult, Categories: 524288
Tag: pop_category_slave_engineering_research_upkeep_mult, Categories: 524288
Tag: pop_category_slave_influence_upkeep_mult, Categories: 524288
Tag: pop_category_slave_unity_upkeep_mult, Categories: 524288
Tag: pop_category_slave_alloys_upkeep_mult, Categories: 524288
Tag: pop_category_slave_consumer_goods_upkeep_mult, Categories: 524288
Tag: pop_category_slave_volatile_motes_upkeep_mult, Categories: 524288
Tag: pop_category_slave_exotic_gases_upkeep_mult, Categories: 524288
Tag: pop_category_slave_rare_crystals_upkeep_mult, Categories: 524288
Tag: pop_category_slave_sr_living_metal_upkeep_mult, Categories: 524288
Tag: pop_category_slave_sr_zro_upkeep_mult, Categories: 524288
Tag: pop_category_slave_sr_dark_matter_upkeep_mult, Categories: 524288
Tag: pop_category_slave_nanites_upkeep_mult, Categories: 524288
Tag: pop_category_slave_minor_artifacts_upkeep_mult, Categories: 524288
Tag: pop_category_slave_menace_upkeep_mult, Categories: 524288
Tag: pop_category_slave_upkeep_mult, Categories: 524288
Tag: deposit_blockers_time_cost_mult, Categories: 524288
Tag: deposit_blockers_energy_cost_mult, Categories: 524288
Tag: deposit_blockers_minerals_cost_mult, Categories: 524288
Tag: deposit_blockers_food_cost_mult, Categories: 524288
Tag: deposit_blockers_physics_research_cost_mult, Categories: 524288
Tag: deposit_blockers_society_research_cost_mult, Categories: 524288
Tag: deposit_blockers_engineering_research_cost_mult, Categories: 524288
Tag: deposit_blockers_influence_cost_mult, Categories: 524288
Tag: deposit_blockers_unity_cost_mult, Categories: 524288
Tag: deposit_blockers_alloys_cost_mult, Categories: 524288
Tag: deposit_blockers_consumer_goods_cost_mult, Categories: 524288
Tag: deposit_blockers_volatile_motes_cost_mult, Categories: 524288
Tag: deposit_blockers_exotic_gases_cost_mult, Categories: 524288
Tag: deposit_blockers_rare_crystals_cost_mult, Categories: 524288
Tag: deposit_blockers_sr_living_metal_cost_mult, Categories: 524288
Tag: deposit_blockers_sr_zro_cost_mult, Categories: 524288
Tag: deposit_blockers_sr_dark_matter_cost_mult, Categories: 524288
Tag: deposit_blockers_nanites_cost_mult, Categories: 524288
Tag: deposit_blockers_minor_artifacts_cost_mult, Categories: 524288
Tag: deposit_blockers_menace_cost_mult, Categories: 524288
Tag: deposit_blockers_cost_mult, Categories: 524288
Tag: armies_time_cost_mult, Categories: 524288
Tag: armies_time_upkeep_mult, Categories: 524288
Tag: armies_energy_cost_mult, Categories: 524288
Tag: armies_energy_upkeep_mult, Categories: 524288
Tag: armies_minerals_cost_mult, Categories: 524288
Tag: armies_minerals_upkeep_mult, Categories: 524288
Tag: armies_food_cost_mult, Categories: 524288
Tag: armies_food_upkeep_mult, Categories: 524288
Tag: armies_physics_research_cost_mult, Categories: 524288
Tag: armies_physics_research_upkeep_mult, Categories: 524288
Tag: armies_society_research_cost_mult, Categories: 524288
Tag: armies_society_research_upkeep_mult, Categories: 524288
Tag: armies_engineering_research_cost_mult, Categories: 524288
Tag: armies_engineering_research_upkeep_mult, Categories: 524288
Tag: armies_influence_cost_mult, Categories: 524288
Tag: armies_influence_upkeep_mult, Categories: 524288
Tag: armies_unity_cost_mult, Categories: 524288
Tag: armies_unity_upkeep_mult, Categories: 524288
Tag: armies_alloys_cost_mult, Categories: 524288
Tag: armies_alloys_upkeep_mult, Categories: 524288
Tag: armies_consumer_goods_cost_mult, Categories: 524288
Tag: armies_consumer_goods_upkeep_mult, Categories: 524288
Tag: armies_volatile_motes_cost_mult, Categories: 524288
Tag: armies_volatile_motes_upkeep_mult, Categories: 524288
Tag: armies_exotic_gases_cost_mult, Categories: 524288
Tag: armies_exotic_gases_upkeep_mult, Categories: 524288
Tag: armies_rare_crystals_cost_mult, Categories: 524288
Tag: armies_rare_crystals_upkeep_mult, Categories: 524288
Tag: armies_sr_living_metal_cost_mult, Categories: 524288
Tag: armies_sr_living_metal_upkeep_mult, Categories: 524288
Tag: armies_sr_zro_cost_mult, Categories: 524288
Tag: armies_sr_zro_upkeep_mult, Categories: 524288
Tag: armies_sr_dark_matter_cost_mult, Categories: 524288
Tag: armies_sr_dark_matter_upkeep_mult, Categories: 524288
Tag: armies_nanites_cost_mult, Categories: 524288
Tag: armies_nanites_upkeep_mult, Categories: 524288
Tag: armies_minor_artifacts_cost_mult, Categories: 524288
Tag: armies_minor_artifacts_upkeep_mult, Categories: 524288
Tag: armies_menace_cost_mult, Categories: 524288
Tag: armies_menace_upkeep_mult, Categories: 524288
Tag: armies_cost_mult, Categories: 524288
Tag: armies_upkeep_mult, Categories: 524288
Tag: leaders_time_cost_mult, Categories: 524288
Tag: leaders_time_upkeep_mult, Categories: 524288
Tag: leaders_energy_cost_mult, Categories: 524288
Tag: leaders_energy_upkeep_mult, Categories: 524288
Tag: leaders_minerals_cost_mult, Categories: 524288
Tag: leaders_minerals_upkeep_mult, Categories: 524288
Tag: leaders_food_cost_mult, Categories: 524288
Tag: leaders_food_upkeep_mult, Categories: 524288
Tag: leaders_physics_research_cost_mult, Categories: 524288
Tag: leaders_physics_research_upkeep_mult, Categories: 524288
Tag: leaders_society_research_cost_mult, Categories: 524288
Tag: leaders_society_research_upkeep_mult, Categories: 524288
Tag: leaders_engineering_research_cost_mult, Categories: 524288
Tag: leaders_engineering_research_upkeep_mult, Categories: 524288
Tag: leaders_influence_cost_mult, Categories: 524288
Tag: leaders_influence_upkeep_mult, Categories: 524288
Tag: leaders_unity_cost_mult, Categories: 524288
Tag: leaders_unity_upkeep_mult, Categories: 524288
Tag: leaders_alloys_cost_mult, Categories: 524288
Tag: leaders_alloys_upkeep_mult, Categories: 524288
Tag: leaders_consumer_goods_cost_mult, Categories: 524288
Tag: leaders_consumer_goods_upkeep_mult, Categories: 524288
Tag: leaders_volatile_motes_cost_mult, Categories: 524288
Tag: leaders_volatile_motes_upkeep_mult, Categories: 524288
Tag: leaders_exotic_gases_cost_mult, Categories: 524288
Tag: leaders_exotic_gases_upkeep_mult, Categories: 524288
Tag: leaders_rare_crystals_cost_mult, Categories: 524288
Tag: leaders_rare_crystals_upkeep_mult, Categories: 524288
Tag: leaders_sr_living_metal_cost_mult, Categories: 524288
Tag: leaders_sr_living_metal_upkeep_mult, Categories: 524288
Tag: leaders_sr_zro_cost_mult, Categories: 524288
Tag: leaders_sr_zro_upkeep_mult, Categories: 524288
Tag: leaders_sr_dark_matter_cost_mult, Categories: 524288
Tag: leaders_sr_dark_matter_upkeep_mult, Categories: 524288
Tag: leaders_nanites_cost_mult, Categories: 524288
Tag: leaders_nanites_upkeep_mult, Categories: 524288
Tag: leaders_minor_artifacts_cost_mult, Categories: 524288
Tag: leaders_minor_artifacts_upkeep_mult, Categories: 524288
Tag: leaders_menace_cost_mult, Categories: 524288
Tag: leaders_menace_upkeep_mult, Categories: 524288
Tag: leaders_cost_mult, Categories: 524288
Tag: leaders_upkeep_mult, Categories: 524288
Tag: diplomacy_time_upkeep_mult, Categories: 524288
Tag: diplomacy_energy_upkeep_mult, Categories: 524288
Tag: diplomacy_minerals_upkeep_mult, Categories: 524288
Tag: diplomacy_food_upkeep_mult, Categories: 524288
Tag: diplomacy_physics_research_upkeep_mult, Categories: 524288
Tag: diplomacy_society_research_upkeep_mult, Categories: 524288
Tag: diplomacy_engineering_research_upkeep_mult, Categories: 524288
Tag: diplomacy_influence_upkeep_mult, Categories: 524288
Tag: diplomacy_unity_upkeep_mult, Categories: 524288
Tag: diplomacy_alloys_upkeep_mult, Categories: 524288
Tag: diplomacy_consumer_goods_upkeep_mult, Categories: 524288
Tag: diplomacy_volatile_motes_upkeep_mult, Categories: 524288
Tag: diplomacy_exotic_gases_upkeep_mult, Categories: 524288
Tag: diplomacy_rare_crystals_upkeep_mult, Categories: 524288
Tag: diplomacy_sr_living_metal_upkeep_mult, Categories: 524288
Tag: diplomacy_sr_zro_upkeep_mult, Categories: 524288
Tag: diplomacy_sr_dark_matter_upkeep_mult, Categories: 524288
Tag: diplomacy_nanites_upkeep_mult, Categories: 524288
Tag: diplomacy_minor_artifacts_upkeep_mult, Categories: 524288
Tag: diplomacy_menace_upkeep_mult, Categories: 524288
Tag: diplomacy_upkeep_mult, Categories: 524288
Tag: pop_factions_time_produces_add, Categories: 524288
Tag: pop_factions_time_produces_mult, Categories: 524288
Tag: pop_factions_energy_produces_add, Categories: 524288
Tag: pop_factions_energy_produces_mult, Categories: 524288
Tag: pop_factions_minerals_produces_add, Categories: 524288
Tag: pop_factions_minerals_produces_mult, Categories: 524288
Tag: pop_factions_food_produces_add, Categories: 524288
Tag: pop_factions_food_produces_mult, Categories: 524288
Tag: pop_factions_physics_research_produces_add, Categories: 524288
Tag: pop_factions_physics_research_produces_mult, Categories: 524288
Tag: pop_factions_society_research_produces_add, Categories: 524288
Tag: pop_factions_society_research_produces_mult, Categories: 524288
Tag: pop_factions_engineering_research_produces_add, Categories: 524288
Tag: pop_factions_engineering_research_produces_mult, Categories: 524288
Tag: pop_factions_influence_produces_add, Categories: 524288
Tag: pop_factions_influence_produces_mult, Categories: 524288
Tag: pop_factions_unity_produces_add, Categories: 524288
Tag: pop_factions_unity_produces_mult, Categories: 524288
Tag: pop_factions_alloys_produces_add, Categories: 524288
Tag: pop_factions_alloys_produces_mult, Categories: 524288
Tag: pop_factions_consumer_goods_produces_add, Categories: 524288
Tag: pop_factions_consumer_goods_produces_mult, Categories: 524288
Tag: pop_factions_volatile_motes_produces_add, Categories: 524288
Tag: pop_factions_volatile_motes_produces_mult, Categories: 524288
Tag: pop_factions_exotic_gases_produces_add, Categories: 524288
Tag: pop_factions_exotic_gases_produces_mult, Categories: 524288
Tag: pop_factions_rare_crystals_produces_add, Categories: 524288
Tag: pop_factions_rare_crystals_produces_mult, Categories: 524288
Tag: pop_factions_sr_living_metal_produces_add, Categories: 524288
Tag: pop_factions_sr_living_metal_produces_mult, Categories: 524288
Tag: pop_factions_sr_zro_produces_add, Categories: 524288
Tag: pop_factions_sr_zro_produces_mult, Categories: 524288
Tag: pop_factions_sr_dark_matter_produces_add, Categories: 524288
Tag: pop_factions_sr_dark_matter_produces_mult, Categories: 524288
Tag: pop_factions_nanites_produces_add, Categories: 524288
Tag: pop_factions_nanites_produces_mult, Categories: 524288
Tag: pop_factions_minor_artifacts_produces_add, Categories: 524288
Tag: pop_factions_minor_artifacts_produces_mult, Categories: 524288
Tag: pop_factions_menace_produces_add, Categories: 524288
Tag: pop_factions_menace_produces_mult, Categories: 524288
Tag: pop_factions_produces_mult, Categories: 524288
Tag: federation_time_produces_add, Categories: 524288
Tag: federation_energy_produces_add, Categories: 524288
Tag: federation_minerals_produces_add, Categories: 524288
Tag: federation_food_produces_add, Categories: 524288
Tag: federation_physics_research_produces_add, Categories: 524288
Tag: federation_society_research_produces_add, Categories: 524288
Tag: federation_engineering_research_produces_add, Categories: 524288
Tag: federation_influence_produces_add, Categories: 524288
Tag: federation_unity_produces_add, Categories: 524288
Tag: federation_alloys_produces_add, Categories: 524288
Tag: federation_consumer_goods_produces_add, Categories: 524288
Tag: federation_volatile_motes_produces_add, Categories: 524288
Tag: federation_exotic_gases_produces_add, Categories: 524288
Tag: federation_rare_crystals_produces_add, Categories: 524288
Tag: federation_sr_living_metal_produces_add, Categories: 524288
Tag: federation_sr_zro_produces_add, Categories: 524288
Tag: federation_sr_dark_matter_produces_add, Categories: 524288
Tag: federation_nanites_produces_add, Categories: 524288
Tag: federation_minor_artifacts_produces_add, Categories: 524288
Tag: federation_menace_produces_add, Categories: 524288
Tag: monthly_trades_time_produces_add, Categories: 524288
Tag: monthly_trades_energy_produces_add, Categories: 524288
Tag: monthly_trades_minerals_produces_add, Categories: 524288
Tag: monthly_trades_food_produces_add, Categories: 524288
Tag: monthly_trades_physics_research_produces_add, Categories: 524288
Tag: monthly_trades_society_research_produces_add, Categories: 524288
Tag: monthly_trades_engineering_research_produces_add, Categories: 524288
Tag: monthly_trades_influence_produces_add, Categories: 524288
Tag: monthly_trades_unity_produces_add, Categories: 524288
Tag: monthly_trades_alloys_produces_add, Categories: 524288
Tag: monthly_trades_consumer_goods_produces_add, Categories: 524288
Tag: monthly_trades_volatile_motes_produces_add, Categories: 524288
Tag: monthly_trades_exotic_gases_produces_add, Categories: 524288
Tag: monthly_trades_rare_crystals_produces_add, Categories: 524288
Tag: monthly_trades_sr_living_metal_produces_add, Categories: 524288
Tag: monthly_trades_sr_zro_produces_add, Categories: 524288
Tag: monthly_trades_sr_dark_matter_produces_add, Categories: 524288
Tag: monthly_trades_nanites_produces_add, Categories: 524288
Tag: monthly_trades_minor_artifacts_produces_add, Categories: 524288
Tag: monthly_trades_menace_produces_add, Categories: 524288
Tag: operations_time_cost_mult, Categories: 524288
Tag: operations_time_upkeep_mult, Categories: 524288
Tag: operations_energy_cost_mult, Categories: 524288
Tag: operations_energy_upkeep_mult, Categories: 524288
Tag: operations_minerals_cost_mult, Categories: 524288
Tag: operations_minerals_upkeep_mult, Categories: 524288
Tag: operations_food_cost_mult, Categories: 524288
Tag: operations_food_upkeep_mult, Categories: 524288
Tag: operations_physics_research_cost_mult, Categories: 524288
Tag: operations_physics_research_upkeep_mult, Categories: 524288
Tag: operations_society_research_cost_mult, Categories: 524288
Tag: operations_society_research_upkeep_mult, Categories: 524288
Tag: operations_engineering_research_cost_mult, Categories: 524288
Tag: operations_engineering_research_upkeep_mult, Categories: 524288
Tag: operations_influence_cost_mult, Categories: 524288
Tag: operations_influence_upkeep_mult, Categories: 524288
Tag: operations_unity_cost_mult, Categories: 524288
Tag: operations_unity_upkeep_mult, Categories: 524288
Tag: operations_alloys_cost_mult, Categories: 524288
Tag: operations_alloys_upkeep_mult, Categories: 524288
Tag: operations_consumer_goods_cost_mult, Categories: 524288
Tag: operations_consumer_goods_upkeep_mult, Categories: 524288
Tag: operations_volatile_motes_cost_mult, Categories: 524288
Tag: operations_volatile_motes_upkeep_mult, Categories: 524288
Tag: operations_exotic_gases_cost_mult, Categories: 524288
Tag: operations_exotic_gases_upkeep_mult, Categories: 524288
Tag: operations_rare_crystals_cost_mult, Categories: 524288
Tag: operations_rare_crystals_upkeep_mult, Categories: 524288
Tag: operations_sr_living_metal_cost_mult, Categories: 524288
Tag: operations_sr_living_metal_upkeep_mult, Categories: 524288
Tag: operations_sr_zro_cost_mult, Categories: 524288
Tag: operations_sr_zro_upkeep_mult, Categories: 524288
Tag: operations_sr_dark_matter_cost_mult, Categories: 524288
Tag: operations_sr_dark_matter_upkeep_mult, Categories: 524288
Tag: operations_nanites_cost_mult, Categories: 524288
Tag: operations_nanites_upkeep_mult, Categories: 524288
Tag: operations_minor_artifacts_cost_mult, Categories: 524288
Tag: operations_minor_artifacts_upkeep_mult, Categories: 524288
Tag: operations_menace_cost_mult, Categories: 524288
Tag: operations_menace_upkeep_mult, Categories: 524288
Tag: operations_cost_mult, Categories: 524288
Tag: operations_upkeep_mult, Categories: 524288
Tag: pop_cat_ruler_happiness, Categories: 2
Tag: pop_cat_ruler_political_power, Categories: 2
Tag: pop_cat_specialist_happiness, Categories: 2
Tag: pop_cat_specialist_political_power, Categories: 2
Tag: pop_cat_worker_happiness, Categories: 2
Tag: pop_cat_worker_political_power, Categories: 2
Tag: pop_cat_complex_drone_happiness, Categories: 2
Tag: pop_cat_complex_drone_political_power, Categories: 2
Tag: pop_cat_simple_drone_happiness, Categories: 2
Tag: pop_cat_simple_drone_political_power, Categories: 2
Tag: pop_cat_purge_happiness, Categories: 2
Tag: pop_cat_purge_political_power, Categories: 2
Tag: pop_cat_robot_servant_happiness, Categories: 2
Tag: pop_cat_robot_servant_political_power, Categories: 2
Tag: pop_cat_slave_happiness, Categories: 2
Tag: pop_cat_slave_political_power, Categories: 2
Tag: pop_cat_bio_trophy_happiness, Categories: 2
Tag: pop_cat_bio_trophy_political_power, Categories: 2
Tag: pop_cat_criminal_happiness, Categories: 2
Tag: pop_cat_criminal_political_power, Categories: 2
Tag: pop_cat_assimilation_happiness, Categories: 2
Tag: pop_cat_assimilation_political_power, Categories: 2
Tag: pop_cat_deviant_drone_happiness, Categories: 2
Tag: pop_cat_deviant_drone_political_power, Categories: 2
Tag: pop_cat_corrupt_drone_happiness, Categories: 2
Tag: pop_cat_corrupt_drone_political_power, Categories: 2
Tag: pop_cat_precursor_happiness, Categories: 2
Tag: pop_cat_precursor_political_power, Categories: 2
Tag: pop_cat_xeno_ward_happiness, Categories: 2
Tag: pop_cat_xeno_ward_political_power, Categories: 2
Tag: pop_cat_pre_sapients_happiness, Categories: 2
Tag: pop_cat_pre_sapients_political_power, Categories: 2
Tag: job_servant_add, Categories: 2048
Tag: job_servant_per_pop, Categories: 2048
Tag: job_servant_per_crime, Categories: 2048
Tag: job_slave_overseer_add, Categories: 2048
Tag: job_slave_overseer_per_pop, Categories: 2048
Tag: job_slave_overseer_per_crime, Categories: 2048
Tag: job_slave_toiler_add, Categories: 2048
